;;Male Adults Held in Prisons, Penal Institutions or Correctional Institutions;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Definitions:;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;; “Persons Held in Prisons, Penal Institutions or Correctional Institutions” means persons held in Prisons, Penal Institutions or Correctional Institutions on a specified day and should exclude non-criminal prisoners held for administrative purposes, for example, persons held pending investigation into their immigration status or foreign citizens without a legal right to stay.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;    ;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Data supplied by countries ;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;may not exactly reflect the definition;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;; provided by UNODC.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Dowload full Dataset;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Count;;;;;;;;;;;;;;Rate per 100,000 male adults aged 18 or over;;;;;;;;;;;;;
Europe;Southern Europe;Croatia;;;;;;;;4,898;4,784;4,471;4,081;3,511;3,130;;;;;;;;;292.01;286.15;267.98;244.91;210.99;188.41;
Europe;Southern Europe;Greece;;;9,186;9,605;10,228;11,040;10,300;11,204;11,330;11,318;11,593;10,879;8,985;;;;206.67;215.57;229.14;246.98;230.13;250.01;252.84;252.44;258.38;242.36;200.18;
Europe;Southern Europe;Italy;;;;37,335;46,518;55,601;62,040;65,031;64,089;62,897;59,842;51,319;50,057;;;;;158.83;196.58;233.42;258.90;269.98;264.94;259.15;245.93;210.43;204.79;
Europe;Southern Europe;Kosovo under UNSCR 1244;;;;;;;;;1,395;1,689;1,719;1,171;1,395;;;;;;;;;;172.01;205.55;209.12;142.46;;
Europe;Southern Europe;Malta*;177;192;261;334;477;572;437;516;521;506;558;530;525;;113.78;121.70;163.14;205.86;290.25;344.03;260.05;304.12;304.68;293.52;321.10;302.71;297.81;
Europe;Southern Europe;Montenegro;724;789;830;833;938;1,189;1,451;1,391;1,282;1,269;1,043;1,087;1,091;;325.57;352.38;368.55;368.33;413.39;522.36;635.14;606.12;556.40;547.68;447.48;464.04;464.07;
Europe;Southern Europe;Portugal;;12,213;12,014;11,751;10,790;10,160;10,486;10,986;11,970;12,856;13,143;12,925;13,152;;;302.06;295.38;287.81;263.34;247.14;254.31;265.74;288.61;309.15;315.31;309.36;314.04;
Europe;Southern Europe;Serbia;;;;;8,534;9,128;10,297;10,535;10,371;9,754;9,389;9,676;9,479;;;;;;230.03;246.61;278.84;285.90;281.59;264.97;255.25;263.37;258.50;
Europe;Southern Europe;Slovenia;;;;;;1,200;1,297;1,291;1,207;1,306;1,285;1,428;1,315;;;;;;;145.60;155.69;153.62;143.07;154.36;151.57;168.20;154.72;
Europe;Southern Europe;Spain;48,342;54,805;56,291;58,912;61,508;67,608;70,003;65,951;63,108;60,827;59,513;58,099;55,103;;287.66;319.85;322.69;332.49;342.14;371.19;380.05;354.75;337.34;323.77;315.92;307.80;291.39;
Europe;Southern Europe;The former Yugoslav Republic of Macedonia;;;;;;;2,160;2,160;2,162;;;;;;;;;;;;266.37;264.38;262.77;;;;;
Europe;Western Europe;Austria;;;7,605;7,676;7,511;6,853;7,453;7,599;7,734;8,113;8,221;8,111;;;;;239.37;239.75;232.79;210.72;227.34;229.93;232.32;241.99;243.61;238.88;;
Europe;Western Europe;Belgium;;;;;;;;;;;;;10,345;;;;;;;;;;;;;;238.96;
Europe;Western Europe;France;;;;56,250;58,106;59,484;58,288;57,929;61,908;63,668;64,213;63,493;63,851;;;;;246.42;252.61;256.80;249.98;246.85;262.11;267.79;268.26;263.43;263.07;
Europe;Western Europe;Germany;;;;;;69,863;68,438;66,982;65,616;64,590;62,424;59,589;59,411;;;;;;;207.99;203.51;198.94;194.68;191.41;184.76;176.17;175.49;
Europe;Western Europe;Liechtenstein;;;;;;74;149;70;68;57;65;49;;;;;;;;507.20;1,015.53;473.12;455.80;378.94;432.12;325.58;;
Europe;Western Europe;Luxembourg;;;;695;701;725;659;651;594;634;621;597;649;;;;;391.28;384.66;387.05;342.69;330.72;296.58;311.88;301.40;285.87;306.36;
Europe;Western Europe;Monaco;;23;24;22;27;29;20;9;22;19;21;;;;;174.37;182.71;168.18;207.27;223.55;154.82;69.96;171.75;129.93;143.84;;;
Europe;Western Europe;Netherlands;;;14,338;12,850;11,956;12,877;12,794;12,841;12,631;12,216;11,575;10,811;9,950;;;;230.37;205.38;189.89;203.10;200.40;199.83;195.25;187.77;177.05;164.57;150.72;
Europe;Western Europe;Switzerland;;;;5,210;4,941;4,941;5,206;5,405;5,298;5,743;6,275;6,179;6,124;;;;;178.76;166.89;164.17;170.16;173.87;168.14;179.92;194.18;188.96;185.13;
Oceania;Australia and New Zealand;Australia;;22,499;23,619;23,963;25,240;25,658;27,192;27,472;27,078;27,182;28,426;31,200;33,256;;;298.35;307.63;306.18;315.71;313.92;325.61;322.50;313.12;310.07;320.21;347.24;365.70;
Oceania;Australia and New Zealand;New Zealand;;;6,869;7,033;7,012;7,347;7,679;7,927;7,876;7,918;7,746;8,018;8,476;;;;465.78;469.68;461.43;476.54;490.87;499.22;489.55;485.51;468.62;479.02;500.60;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Please note that when using the figures, any cross-national comparisons should be conducted with caution because of the differences that exist between the legal definitions of offences in countries, or the different methods of offence counting and recording.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
* Changes in definitions and/or counting rules are reported by the Member State to indicate a break in the time series.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jan 8, 2019, 2:31 PM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
