Region;Sub Region;Country;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
Africa;Eastern Africa;Burundi;;;;;;24;31;24;49;49;58;79;;;;;;;;0.27;0.34;0.25;0.50;0.48;0.55;0.73;
Africa;Eastern Africa;Kenya;;235;152;220;173;73;95;79;55;75;59;33;110;;;0.68;0.43;0.61;0.46;0.19;0.24;0.20;0.13;0.18;0.14;0.07;0.24
Africa;Eastern Africa;Madagascar;;;;;;;;-;1;1;6;14;11;;;;;;;;;-;0.00;0.00;0.03;0.06;0.05
Africa;Eastern Africa;Mauritius;;;;;;;34;35;50;;;;;;;;;;;;2.74;2.80;3.99;;;;
Africa;Eastern Africa;Rwanda;;;;;;8;8;12;12;10;21;;;;;;;;;0.08;0.08;0.12;0.11;0.09;0.19;;
Africa;Eastern Africa;Uganda*;;;;;54;65;202;150;167;132;333;223;;;;;;;0.18;0.21;0.63;0.45;0.49;0.37;0.91;0.59;
Africa;Eastern Africa;United Republic of Tanzania;;;;;;;;-;-;-;-;-;-;;;;;;;;;-;-;-;-;-;-
Africa;Eastern Africa;Zimbabwe;139;198;43;90;256;222;;;;;;;;;1.09;1.54;0.33;0.69;1.93;1.64;;;;;;;
Africa;Middle Africa;Cameroon;;;;;;;;460;378;532;880;755;985;;;;;;;;;2.23;1.79;2.46;3.96;3.32;4.22
Africa;Middle Africa;Sao Tome and Principe;;;;;-;-;-;-;-;;;;;;;;;;-;-;-;-;-;;;;
Africa;Northern Africa;Algeria;220;149;101;302;241;205;207;177;168;106;223;336;517;;0.68;0.45;0.30;0.89;0.70;0.59;0.58;0.49;0.46;0.28;0.58;0.86;1.30
Africa;Northern Africa;Egypt;16;21;18;29;36;47;70;93;273;;;;;;0.02;0.03;0.02;0.04;0.05;0.06;0.09;0.11;0.33;;;;
Africa;Northern Africa;Morocco;392;342;295;264;233;217;307;;;556;974;;;;1.31;1.14;0.97;0.86;0.75;0.69;0.97;;;1.69;2.91;;
Africa;Northern Africa;Sudan;;;;;;616;;;;;;;;;;;;;;1.81;;;;;;;
Africa;Southern Africa;Botswana;;;;;;;3;3;5;;;2;;;;;;;;;0.15;0.15;0.24;;;0.09;
Africa;Southern Africa;Lesotho;;;;;64;40;62;;;;;;;;;;;;3.27;2.03;3.11;;;;;;
Africa;Southern Africa;Swaziland;122;96;;;;;;;;;;;;;11.21;8.77;;;;;;;;;;;
Africa;Western Africa;Cabo Verde;;;;;;;;6;7;22;28;3;5;;;;;;;;;1.22;1.41;4.39;5.52;0.58;0.96
Africa;Western Africa;Guinea;14;4;16;-;18;25;;;;;;;;;0.15;0.04;0.17;-;0.18;0.24;;;;;;;
Africa;Western Africa;Nigeria;;;;;277;309;703;738;;600;574;;;;;;;;0.19;0.20;0.45;0.46;;0.36;0.33;;
Africa;Western Africa;Senegal;;;;;;;;;;;;;2;;;;;;;;;;;;;;0.01
Americas;Caribbean;Bahamas;;;24;27;31;35;27;18;26;28;;;;;;;7.29;8.04;9.06;10.04;7.61;4.99;7.09;7.52;;;
Americas;Caribbean;Barbados;;12;23;14;17;12;18;12;13;9;8;3;14;;;4.39;8.39;5.09;6.16;4.33;6.46;4.29;4.63;3.20;2.83;1.06;4.93
Americas;Caribbean;Dominican Republic;;;20;14;;;;;;19;;18;;;;;0.22;0.15;;;;;;0.19;;0.17;
Americas;Caribbean;Grenada;;;-;-;-;-;-;-;-;-;;;-;;;;-;-;-;-;-;-;-;-;;;-
Americas;Caribbean;Jamaica;;;31;38;38;43;;;;11;21;;14;;;;1.16;1.41;1.41;1.58;;;;0.40;0.76;;0.50
Americas;Caribbean;Saint Kitts and Nevis;;;;;;;2;2;3;;;;;;;;;;;;3.87;3.82;5.66;;;;
Americas;Caribbean;Saint Vincent and the Grenadines;;3;2;3;8;2;1;2;5;4;;;;;;2.76;1.84;2.75;7.34;1.83;0.92;1.83;4.57;3.66;;;
Americas;Caribbean;Trinidad and Tobago;;28;58;17;14;17;8;7;3;3;4;3;4;;;2.17;4.47;1.30;1.07;1.29;0.61;0.53;0.22;0.22;0.30;0.22;0.29
Americas;Central America;Belize;;;9;8;;;2;;3;4;;4;;;;;3.18;2.75;;;0.64;;0.91;1.19;;1.14;
Americas;Central America;Costa Rica;5;8;11;6;8;8;5;11;12;5;4;4;;;0.12;0.19;0.26;0.14;0.18;0.18;0.11;0.24;0.26;0.11;0.08;0.08;
Americas;Central America;El Salvador;;;4;8;21;10;22;29;15;14;14;17;19;;;;0.07;0.13;0.35;0.17;0.37;0.48;0.25;0.23;0.23;0.28;0.31
Americas;Central America;Guatemala;;51;52;57;98;213;162;133;124;83;51;46;;;;0.40;0.39;0.42;0.71;1.51;1.12;0.90;0.82;0.54;0.33;0.29;
Americas;Central America;Honduras;;;;;;;;;37;79;51;;42;;;;;;;;;;0.49;1.02;0.65;;0.52
Americas;Central America;Mexico*;169;323;325;595;438;907;1,162;1,284;1,344;1,512;1,888;1,621;1,16;;0.16;0.30;0.30;0.53;0.39;0.79;0.99;1.08;1.12;1.24;1.53;1.29;0.91
Americas;Central America;Nicaragua;;;11;6;;;;7;;;;;;;;;0.20;0.11;;;;0.12;;;;;
Americas;Central America;Panama*;;11;17;13;29;21;28;38;25;17;26;22;14;;;0.34;0.51;0.38;0.84;0.60;0.79;1.05;0.68;0.45;0.68;0.57;0.36
Americas;Northern America;Bermuda*;3;2;;;;;2;1;3;4;4;1;1;;4.62;3.07;;;;;3.11;1.56;4.72;6.33;6.37;1.60;1.61
Americas;Northern America;Canada;3,198;3,457;3,896;4,488;4,66;4,732;4,791;4,301;3,78;3,637;3,231;3,29;3,555;;10.12;10.83;12.08;13.76;14.13;14.18;14.20;12.60;10.96;10.43;9.17;9.24;9.89
Americas;South America;Bolivia (Plurinational State of);;;99;143;160;125;111;91;104;104;;;;;;;1.08;1.54;1.69;1.30;1.14;0.92;1.03;1.02;;;
Americas;South America;Brazil;;;;525;516;290;552;401;319;414;396;;;;;;;0.28;0.27;0.15;0.28;0.20;0.16;0.20;0.19;;
Americas;South America;Chile*;161;114;151;247;254;266;246;259;327;254;254;266;271;;1.02;0.72;0.94;1.52;1.54;1.60;1.46;1.52;1.90;1.46;1.45;1.50;1.51
Americas;South America;Colombia;;1,442;800;687;521;437;213;282;305;305;299;288;213;;;3.38;1.85;1.57;1.17;0.97;0.47;0.61;0.66;0.65;0.63;0.60;0.44
Americas;South America;Ecuador;257;203;37;47;;;28;32;32;37;34;29;;;1.93;1.50;0.27;0.34;;;0.19;0.21;0.21;0.24;0.22;0.18;
Americas;South America;Guyana;;;;1;;;2;2;1;-;-;;-;;;;;0.13;;;0.27;0.27;0.13;-;-;;-
Americas;South America;Paraguay;;;1;5;;4;9;3;2;-;3;2;2;;;;0.02;0.08;;0.07;0.15;0.05;0.03;-;0.05;0.03;0.03
Americas;South America;Peru*;275;469;497;611;463;483;822;476;471;446;430;347;205;;1.02;1.72;1.80;2.19;1.64;1.69;2.83;1.62;1.58;1.48;1.41;1.12;0.65
Americas;South America;Uruguay;3;;;;;;;;;19;20;;9;;0.09;;;;;;;;;0.56;0.59;;0.26
Asia;Central Asia;Kazakhstan;;;92;84;84;89;120;127;201;81;115;76;79;;;;0.60;0.54;0.53;0.56;0.75;0.78;1.21;0.48;0.67;0.44;0.45
Asia;Central Asia;Kyrgyzstan*;17;24;24;13;34;25;6;84;66;60;41;51;54;;0.34;0.47;0.47;0.25;0.65;0.47;0.11;1.54;1.19;1.06;0.71;0.87;0.91
Asia;Central Asia;Tajikistan;;;;199;181;188;155;146;172;;;;;;;;;2.86;2.55;2.59;2.09;1.93;2.22;;;;
Asia;Central Asia;Turkmenistan;157;127;;;;;;;;;;;;;3.38;2.70;;;;;;;;;;;
Asia;Eastern Asia;China, Hong Kong Special Administrative Region;-;1;-;-;3;-;-;1;-;-;1;;;;-;0.01;-;-;0.04;-;-;0.01;-;-;0.01;;
Asia;Eastern Asia;China, Macao Special Administrative Region*;;;;;;-;-;2;-;-;1;-;-;;;;;;;-;-;0.37;-;-;0.18;-;-
Asia;Eastern Asia;Japan;284;320;277;199;207;156;156;186;153;190;185;198;;;0.22;0.25;0.22;0.16;0.16;0.12;0.12;0.15;0.12;0.15;0.15;0.16;
Asia;Eastern Asia;Mongolia;-;-;1;-;1;-;1;-;1;-;2;-;-;;-;-;0.04;-;0.04;-;0.04;-;0.04;-;0.07;-;-
Asia;Eastern Asia;Republic of Korea;;;;127;155;259;298;222;256;195;188;198;;;;;;0.27;0.32;0.53;0.61;0.45;0.52;0.39;0.38;0.40;
Asia;South-Eastern Asia;Brunei Darussalam;1;1;-;-;;;;;;;;;;;0.29;0.28;-;-;;;;;;;;;
Asia;South-Eastern Asia;Indonesia;;;;;;621;485;398;454;395;361;336;380;;;;;;;0.26;0.20;0.16;0.19;0.16;0.14;0.13;0.15
Asia;South-Eastern Asia;Myanmar;;;;;;;;;39;37;3;2;-;;;;;;;;;;0.07;0.07;0.01;0.00;-
Asia;South-Eastern Asia;Philippines;90;42;44;28;35;46;35;21;11;29;;;;;0.11;0.05;0.05;0.03;0.04;0.05;0.04;0.02;0.01;0.03;;;
Asia;South-Eastern Asia;Singapore;3;-;-;1;-;-;-;-;-;;;;;;0.07;-;-;0.02;-;-;-;-;-;;;;
Asia;South-Eastern Asia;Thailand;;;12;11;21;16;5;8;9;9;12;19;304;;;;0.02;0.02;0.03;0.02;0.01;0.01;0.01;0.01;0.02;0.03;0.45
Asia;Southern Asia;Bangladesh;;;1,303;1,119;;;;;;;;;;;;;0.91;0.77;;;;;;;;;
Asia;Southern Asia;Bhutan;;;;;;;2;1;-;2;1;6;;;;;;;;;0.28;0.14;-;0.27;0.13;0.78;
Asia;Southern Asia;India;;23,327;22,832;23,991;27,561;30,261;33,86;38,44;44,664;47,592;65,461;;;;;2.07;2.00;2.06;2.34;2.53;2.79;3.12;3.58;3.77;5.12;;
Asia;Southern Asia;Maldives;;1;;;2;5;14;26;19;17;8;;;;;0.33;;;0.63;1.56;4.29;7.82;5.61;4.93;2.28;;
Asia;Southern Asia;Nepal;;;123;246;;;;;;;;;;;;;0.48;0.95;;;;;;;;;
Asia;Southern Asia;Sri Lanka;829;868;;;;526;358;202;180;222;195;;;;4.31;4.48;;;;2.64;1.78;1.00;0.89;1.09;0.95;;
Asia;Western Asia;Armenia;;23;22;26;26;27;34;39;34;38;49;44;58;;;0.76;0.73;0.87;0.87;0.91;1.15;1.32;1.15;1.28;1.64;1.46;1.92
Asia;Western Asia;Azerbaijan;28;23;29;21;19;20;9;3;-;1;9;4;;;0.33;0.27;0.34;0.24;0.22;0.23;0.10;0.03;-;0.01;0.09;0.04;
Asia;Western Asia;Bahrain;5;18;12;21;-;;;;;;;;;;0.66;2.23;1.38;2.23;-;;;;;;;;
Asia;Western Asia;Cyprus;20;15;16;15;10;12;26;27;25;30;19;21;24;;2.00;1.48;1.55;1.43;0.94;1.11;2.38;2.45;2.24;2.66;1.66;1.82;2.06
Asia;Western Asia;Georgia;94;;88;34;11;5;9;4;;;;;;;2.05;;1.97;0.77;0.25;0.12;0.21;0.09;;;;;
Asia;Western Asia;Iraq (Central Iraq);;;;;;1,433;1,657;1,389;1,02;820;783;1,119;;;;;;;;5.77;6.49;5.28;3.76;2.92;2.70;3.72;
Asia;Western Asia;Israel;;397;418;383;337;340;;267;265;;;;;;;6.14;6.33;5.67;4.87;4.79;;3.60;3.50;;;;
Asia;Western Asia;Jordan;;;28;34;;;;;;;;;;;;;0.53;0.61;;;;;;;;;
Asia;Western Asia;Kuwait;;285;280;278;329;327;358;;;;;;;;;13.16;12.37;11.63;12.96;12.09;12.43;;;;;;
Asia;Western Asia;Lebanon;;;;;;899;573;559;653;910;1,214;1,031;991;;;;;;;21.88;13.70;12.89;14.22;18.48;22.96;18.37;16.94
Asia;Western Asia;Oman;;;;;13;9;;;;;;;;;;;;;0.50;0.34;;;;;;;
Asia;Western Asia;Qatar;7;6;;;;;;;;;;;;;1.05;0.82;;;;;;;;;;;
Asia;Western Asia;State of Palestine*;126;167;202;;;83;23;21;24;12;;;;;3.66;4.76;5.64;;;2.15;0.58;0.52;0.57;0.28;;;
Asia;Western Asia;Syrian Arab Republic;85;135;42;54;15;24;;;;;;;;;0.49;0.76;0.23;0.29;0.08;0.12;;;;;;;
Asia;Western Asia;Turkey;7,753;7,624;8,737;10,519;9,455;10,764;12,7;13,586;13,584;13,431;;;;;11.74;11.38;12.87;15.31;13.60;15.30;17.82;18.79;18.48;17.94;;;
Asia;Western Asia;United Arab Emirates;434;506;862;971;;;;;;73;94;69;82;;11.97;12.73;19.23;18.78;;;;;;0.82;1.04;0.76;0.90
Asia;Western Asia;Yemen;;;102;27;26;48;41;;;;;;;;;;0.50;0.13;0.12;0.22;0.18;;;;;;
Europe;Eastern Europe;Belarus;30;34;36;23;31;19;16;19;12;6;13;31;;;0.31;0.35;0.37;0.24;0.32;0.20;0.17;0.20;0.13;0.06;0.14;0.33;
Europe;Eastern Europe;Bulgaria;209;192;190;125;138;127;142;118;77;75;87;95;74;;2.68;2.48;2.47;1.64;1.82;1.69;1.90;1.59;1.05;1.03;1.20;1.32;1.03
Europe;Eastern Europe;Czechia;14;15;13;16;15;8;7;10;8;8;11;12;4;;0.14;0.15;0.13;0.16;0.15;0.08;0.07;0.10;0.08;0.08;0.10;0.11;0.04
Europe;Eastern Europe;Hungary;36;19;7;13;7;11;14;18;12;9;7;3;;;0.35;0.19;0.07;0.13;0.07;0.11;0.14;0.18;0.12;0.09;0.07;0.03;
Europe;Eastern Europe;Poland;110;117;22;23;25;37;59;26;11;27;445;292;246;;0.29;0.30;0.06;0.06;0.06;0.10;0.15;0.07;0.03;0.07;1.15;0.76;0.64
Europe;Eastern Europe;Republic of Moldova;;;16;18;20;19;16;38;51;92;116;88;;;;;0.38;0.43;0.48;0.46;0.39;0.93;1.25;2.26;2.85;2.16;
Europe;Eastern Europe;Romania*;321;272;280;289;287;265;;321;307;391;310;290;295;;1.48;1.26;1.31;1.36;1.37;1.28;;1.58;1.53;1.96;1.57;1.48;1.51
Europe;Eastern Europe;Russian Federation;;1,117;1,135;994;837;698;633;519;520;512;442;369;336;;;0.78;0.79;0.69;0.58;0.49;0.44;0.36;0.36;0.36;0.31;0.26;0.23
Europe;Eastern Europe;Slovakia;;;16;12;4;3;6;4;4;7;4;10;1;;;;0.30;0.22;0.07;0.06;0.11;0.07;0.07;0.13;0.07;0.18;0.02
Europe;Eastern Europe;Ukraine;205;172;178;233;256;279;338;292;;;;;;;0.43;0.36;0.38;0.50;0.55;0.61;0.74;0.64;;;;;
Europe;Northern Europe;Estonia*;2;1;2;1;2;2;-;-;3;-;1;-;-;;0.15;0.07;0.15;0.07;0.15;0.15;-;-;0.23;-;0.08;-;-
Europe;Northern Europe;Finland;1;2;2;1;1;-;3;1;3;1;1;1;1;;0.02;0.04;0.04;0.02;0.02;-;0.06;0.02;0.06;0.02;0.02;0.02;0.02
Europe;Northern Europe;Ireland;53;74;74;81;106;77;146;134;109;101;124;124;153;;1.31;1.80;1.76;1.89;2.42;1.72;3.20;2.90;2.34;2.16;2.65;2.65;3.26
Europe;Northern Europe;Latvia;26;41;6;8;9;3;9;8;7;1;18;17;17;;1.14;1.82;0.27;0.36;0.41;0.14;0.43;0.38;0.34;0.05;0.89;0.85;0.86
Europe;Northern Europe;Lithuania;37;62;70;60;66;61;59;69;48;65;46;44;49;;1.09;1.84;2.09;1.82;2.02;1.89;1.86;2.21;1.56;2.15;1.55;1.51;1.70
Europe;Northern Europe;United Kingdom (England and Wales);3,125;2,814;2,799;2,367;1,991;2,035;1,86;1,717;1,516;1,388;1,728;2,194;3,012;;5.91;5.29;5.22;4.39;3.66;3.71;3.37;3.08;2.70;2.45;3.03;3.82;
Europe;Northern Europe;United Kingdom (Northern Ireland);71;80;46;53;67;83;82;56;66;45;59;44;65;;4.16;4.67;2.66;3.04;3.80;4.67;4.57;3.10;3.64;2.47;3.22;2.39;
Europe;Northern Europe;United Kingdom (Scotland);;353;347;343;284;319;269;260;219;227;254;234;;;;6.94;6.79;6.68;5.49;6.13;5.14;4.94;4.13;4.27;4.77;4.38;
Europe;Southern Europe;Albania;;;;13;13;10;5;9;2;2;5;2;8;;;;;0.43;0.43;0.34;0.17;0.31;0.07;0.07;0.17;0.07;0.28
Europe;Southern Europe;Andorra;;;;;-;-;-;-;-;-;-;1;-;;;;;;-;-;-;-;-;-;-;1.37;-
Europe;Southern Europe;Bosnia and Herzegovina;;;7;9;5;8;6;1;1;2;5;3;-;;;;0.18;0.23;0.13;0.21;0.16;0.03;0.03;0.05;0.13;0.08;-
Europe;Southern Europe;Croatia;;14;20;7;14;16;12;13;6;6;1;1;-;;;0.32;0.46;0.16;0.32;0.37;0.28;0.30;0.14;0.14;0.02;0.02;-
Europe;Southern Europe;Greece;;24;25;28;30;30;16;173;158;139;95;58;89;;;0.22;0.23;0.25;0.27;0.27;0.14;1.55;1.42;1.25;0.86;0.53;0.81
Europe;Southern Europe;Holy See;;;;;;;-;-;-;-;-;-;-;;;;;;;;-;-;-;-;-;-;-
Europe;Southern Europe;Italy;132;154;368;278;364;325;349;351;356;341;325;297;287;;0.23;0.26;0.63;0.47;0.62;0.55;0.59;0.59;0.60;0.57;0.54;0.50;0.48
